team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
COL,2022,COL,COL,Team Level,5on4,67,0.93,0.9,0.88,20704.0,307.18,40.37,28.23,63.71,10.3,190.43,97.96,38.18,40.37,38.18,321.0,110.0,115.0,546.0,47.0,35.0,5.0,62.0,14.0,151.0,122.0,274.0,384.0,11.0,22.0,146.0,23.0,16.0,41.0,306.0,83.0,42.0,8.51,9.82,22.03,8.0,14.0,25.0,546.0,431.0,431.0,6.0,7.27,8.84,8.68,38.96,38.96,37.37,40.02,2.88,2.12,5.85,1.35,14.56,30.25,2.85,2.88,2.85,54.0,3.0,7.0,64.0,2.0,0.0,0.0,4.0,1.0,9.0,41.0,52.0,55.0,8.0,16.0,207.0,69.0,58.0,28.0,47.0,9.0,1.0,1.43,1.08,0.36,0.0,2.0,0.0,64.0,57.0,57.0,25.0,0.48,0.0,0.0,3.36,3.36,3.33
MTL,2022,MTL,MTL,Team Level,other,69,0.38,0.47,0.45,8201.0,111.55,21.29,8.64,19.5,3.66,59.56,37.36,19.43,21.29,19.43,109.0,41.0,63.0,213.0,21.0,9.0,1.0,12.0,3.0,57.0,48.0,88.0,129.0,7.0,17.0,100.0,18.0,10.0,24.0,67.0,51.0,32.0,2.82,6.1,12.37,5.0,5.0,11.0,213.0,150.0,150.0,17.0,2.51,2.91,2.75,21.05,21.05,19.81,132.37,35.42,9.06,21.5,4.28,67.42,43.31,31.4,35.42,31.4,132.0,49.0,57.0,238.0,30.0,9.0,0.0,16.0,4.0,69.0,53.0,102.0,151.0,11.0,27.0,107.0,28.0,13.0,30.0,84.0,42.0,55.0,3.35,4.75,27.32,3.0,7.0,20.0,238.0,181.0,181.0,22.0,2.73,4.11,4.11,34.05,34.05,30.99
MTL,2022,MTL,MTL,Team Level,all,69,0.41,0.45,0.44,251317.0,1885.05,187.46,132.24,434.82,61.83,1018.51,750.16,179.53,186.29,178.44,1899.0,686.0,979.0,3564.0,191.0,173.0,32.0,398.0,43.0,829.0,951.0,1708.0,2394.0,274.0,648.0,1871.0,1359.0,420.0,832.0,1827.0,553.0,205.0,53.81,68.48,65.16,55.0,77.0,59.0,3522.29,2585.0,2564.69,619.0,29.31,37.37,37.48,179.3,178.48,174.74,2353.4,268.45,170.63,534.9,78.09,1276.01,896.9,251.54,270.75,253.76,2346.0,879.0,1204.0,4429.0,255.0,249.0,40.0,462.0,58.0,1107.0,1094.0,2091.0,2970.0,253.0,586.0,1947.0,1392.0,501.0,779.0,2202.0,697.0,326.0,67.91,86.78,113.76,58.0,99.0,98.0,4501.28,3225.0,3263.17,571.0,38.27,58.85,58.92,247.82,249.85,240.46
MTL,2022,MTL,MTL,Team Level,5on5,69,0.44,0.45,0.46,201939.0,1490.81,134.16,99.21,354.97,48.66,804.55,606.44,129.53,133.0,128.44,1500.0,548.0,785.0,2833.0,139.0,132.0,27.0,338.0,29.0,658.0,752.0,1361.0,1909.0,239.0,572.0,1435.0,1262.0,356.0,713.0,1495.0,420.0,133.0,43.92,52.55,37.69,48.0,62.0,29.0,2791.29,2048.0,2027.69,533.0,20.61,29.28,29.56,125.22,124.42,122.63,1784.99,171.38,123.57,427.7,59.14,961.53,703.68,163.83,173.67,166.05,1769.0,678.0,948.0,3395.0,165.0,189.0,26.0,375.0,46.0,794.0,878.0,1604.0,2282.0,223.0,523.0,1476.0,1297.0,412.0,671.0,1725.0,526.0,196.0,53.23,66.13,52.02,48.0,78.0,39.0,3467.28,2447.0,2485.17,504.0,25.74,39.52,39.58,157.54,159.58,156.5
MTL,2022,MTL,MTL,Team Level,4on5,69,0.08,0.1,0.11,21120.0,48.39,4.71,2.9,7.88,1.7,16.81,33.0,4.59,4.71,4.59,55.0,12.0,17.0,84.0,3.0,2.0,0.0,3.0,0.0,15.0,44.0,52.0,64.0,10.0,25.0,175.0,52.0,47.0,66.0,46.0,18.0,3.0,1.41,2.4,0.9,0.0,2.0,1.0,84.0,67.0,67.0,65.0,0.66,0.39,0.39,4.99,4.99,4.96,382.93,55.01,34.88,77.6,12.85,229.61,115.05,49.77,55.01,49.77,382.0,143.0,192.0,717.0,58.0,48.0,14.0,61.0,8.0,228.0,122.0,324.0,467.0,11.0,20.0,207.0,19.0,20.0,39.0,350.0,110.0,65.0,10.09,13.33,31.58,7.0,14.0,37.0,717.0,525.0,525.0,6.0,9.09,14.58,14.58,49.52,49.52,46.31
MTL,2022,MTL,MTL,Team Level,5on4,69,0.8,0.85,0.82,20057.0,234.29,27.29,21.49,52.47,7.81,137.58,73.35,25.97,27.29,25.97,235.0,85.0,114.0,434.0,28.0,30.0,4.0,45.0,11.0,99.0,107.0,207.0,292.0,18.0,34.0,161.0,27.0,7.0,29.0,219.0,64.0,37.0,5.65,7.43,14.21,2.0,8.0,18.0,434.0,320.0,320.0,4.0,5.53,4.79,4.79,28.04,28.04,27.34,53.12,6.64,3.13,8.11,1.82,17.45,34.86,6.54,6.64,6.54,63.0,9.0,7.0,79.0,2.0,3.0,0.0,10.0,0.0,16.0,41.0,61.0,70.0,8.0,16.0,157.0,48.0,56.0,39.0,43.0,19.0,10.0,1.25,2.56,2.83,0.0,0.0,2.0,79.0,72.0,72.0,39.0,0.72,0.66,0.66,6.71,6.71,6.66
MIN,2022,MIN,MIN,Team Level,other,68,0.56,0.53,0.54,9771.0,156.91,36.63,11.31,26.67,5.17,79.46,52.77,32.08,36.63,32.08,151.0,61.0,58.0,270.0,28.0,13.0,3.0,19.0,3.0,77.0,72.0,123.0,184.0,5.0,10.0,112.0,27.0,23.0,24.0,98.0,61.0,53.0,4.07,7.64,24.9,2.0,6.0,20.0,270.0,212.0,212.0,9.0,3.39,4.7,4.7,35.32,35.32,31.97,137.65,28.91,9.9,25.24,4.6,67.31,47.04,26.24,28.91,26.24,137.0,46.0,61.0,244.0,28.0,20.0,5.0,16.0,1.0,49.0,69.0,109.0,155.0,13.0,26.0,129.0,27.0,25.0,23.0,86.0,52.0,45.0,3.27,6.42,19.22,1.0,6.0,21.0,244.0,183.0,183.0,12.0,2.88,6.02,6.02,25.76,25.76,24.6
MIN,2022,MIN,MIN,Team Level,all,68,0.52,0.5,0.51,249646.0,2189.36,216.6,152.11,495.61,71.47,1198.55,886.66,206.01,217.79,207.19,2136.0,885.0,989.0,4010.0,196.0,202.0,31.0,454.0,58.0,994.0,1117.0,1940.0,2825.0,277.0,645.0,1823.0,1480.0,457.0,437.0,2177.0,626.0,218.0,62.74,76.45,77.39,48.0,81.0,67.0,4042.75,3021.0,3044.38,218.0,34.14,41.85,41.85,208.88,210.08,203.39,2060.78,203.72,141.48,476.28,68.68,1139.6,819.23,192.74,202.8,191.94,2060.0,789.0,1087.0,3936.0,179.0,181.0,22.0,382.0,87.0,933.0,1087.0,1881.0,2670.0,279.0,655.0,1998.0,1345.0,402.0,491.0,2062.0,581.0,206.0,59.95,69.95,73.84,58.0,66.0,55.0,3912.64,2849.0,2838.2,278.0,31.4,38.94,39.04,196.08,195.6,188.94
MIN,2022,MIN,MIN,Team Level,5on5,68,0.51,0.5,0.51,199828.0,1647.63,135.43,107.87,392.2,53.61,907.51,686.39,131.35,136.63,132.53,1584.0,699.0,801.0,3084.0,116.0,142.0,17.0,361.0,48.0,755.0,861.0,1468.0,2167.0,256.0,603.0,1362.0,1384.0,383.0,361.0,1708.0,462.0,113.0,48.87,56.29,30.27,40.0,54.0,22.0,3116.75,2283.0,2306.38,186.0,22.28,25.58,25.79,131.92,133.13,130.96,1585.69,132.37,103.31,382.5,53.13,875.9,649.79,127.64,131.45,126.84,1576.0,621.0,848.0,3045.0,113.0,129.0,14.0,302.0,73.0,720.0,860.0,1463.0,2084.0,234.0,562.0,1513.0,1255.0,322.0,402.0,1649.0,433.0,115.0,47.96,51.95,32.47,50.0,46.0,17.0,3021.64,2197.0,2186.2,242.0,21.31,26.38,27.04,126.64,126.16,123.85
MIN,2022,MIN,MIN,Team Level,4on5,68,0.14,0.14,0.17,20617.0,65.54,6.26,3.05,9.16,1.97,19.57,45.99,6.14,6.26,6.14,68.0,18.0,9.0,95.0,8.0,3.0,0.0,6.0,1.0,12.0,56.0,60.0,78.0,4.0,8.0,164.0,46.0,38.0,18.0,59.0,19.0,8.0,1.66,2.45,2.15,1.0,4.0,3.0,95.0,86.0,86.0,17.0,0.71,0.85,0.85,6.12,6.12,6.11,301.05,38.59,26.35,63.66,9.86,184.85,96.69,35.03,38.59,35.03,309.0,111.0,169.0,589.0,37.0,32.0,3.0,58.0,12.0,158.0,123.0,272.0,383.0,19.0,38.0,204.0,12.0,11.0,44.0,294.0,85.0,41.0,7.72,10.3,20.56,6.0,14.0,17.0,589.0,420.0,420.0,4.0,6.77,6.53,5.97,39.39,39.39,36.22
MIN,2022,MIN,MIN,Team Level,5on4,68,0.91,0.91,0.9,19430.0,319.28,38.29,29.89,67.58,10.72,192.01,101.52,36.44,38.29,36.44,333.0,107.0,121.0,561.0,44.0,44.0,11.0,68.0,6.0,150.0,128.0,289.0,396.0,12.0,24.0,185.0,23.0,13.0,34.0,312.0,84.0,44.0,8.13,10.07,20.08,5.0,17.0,22.0,561.0,440.0,440.0,6.0,7.76,10.73,10.52,35.52,35.52,34.36,36.38,3.85,1.91,4.88,1.1,11.54,25.72,3.83,3.85,3.83,38.0,11.0,9.0,58.0,1.0,0.0,0.0,6.0,1.0,6.0,35.0,37.0,48.0,13.0,29.0,152.0,51.0,44.0,22.0,33.0,11.0,5.0,0.99,1.28,1.58,1.0,0.0,0.0,58.0,49.0,49.0,20.0,0.44,0.0,0.0,4.29,4.29,4.27
DET,2022,DET,DET,Team Level,other,67,0.57,0.5,0.51,9976.0,133.52,29.57,9.66,24.58,4.47,68.11,43.62,27.9,29.57,27.9,125.0,55.0,55.0,235.0,30.0,14.0,3.0,20.0,5.0,57.0,54.0,95.0,150.0,11.0,23.0,121.0,34.0,15.0,18.0,100.0,40.0,40.0,4.04,4.55,20.98,5.0,6.0,19.0,235.0,180.0,180.0,10.0,2.85,4.26,4.26,28.15,28.15,27.28,126.06,22.32,10.11,23.8,4.35,72.45,42.98,21.09,22.32,21.09,123.0,53.0,56.0,232.0,24.0,7.0,0.0,22.0,4.0,64.0,55.0,99.0,152.0,5.0,13.0,120.0,35.0,17.0,18.0,106.0,38.0,32.0,3.94,4.59,13.79,5.0,7.0,12.0,232.0,176.0,176.0,9.0,2.94,1.18,1.18,24.08,24.08,22.69
DET,2022,DET,DET,Team Level,all,67,0.49,0.47,0.48,244395.0,1920.58,191.7,132.25,446.93,63.42,1064.45,761.26,182.92,191.66,182.93,1927.0,733.0,890.0,3550.0,198.0,177.0,23.0,398.0,50.0,867.0,970.0,1729.0,2462.0,242.0,501.0,1816.0,1531.0,360.0,486.0,1975.0,481.0,204.0,57.38,57.71,76.62,72.0,60.0,66.0,3532.79,2660.0,2652.97,263.0,29.65,41.38,41.45,179.91,179.95,175.94,2082.79,202.33,146.3,484.73,70.97,1170.6,836.07,190.54,202.5,190.71,2066.0,845.0,1083.0,3994.0,216.0,193.0,34.0,419.0,47.0,1016.0,1020.0,1850.0,2695.0,264.0,549.0,1903.0,1373.0,347.0,564.0,2161.0,547.0,203.0,65.28,66.3,70.75,90.0,69.0,57.0,4008.75,2911.0,2919.06,297.0,32.57,37.24,37.48,197.42,197.35,188.62
DET,2022,DET,DET,Team Level,5on5,67,0.47,0.46,0.47,195316.0,1414.31,117.79,92.7,346.95,46.9,786.3,580.38,112.73,117.74,112.75,1424.0,547.0,687.0,2658.0,120.0,133.0,13.0,308.0,34.0,629.0,747.0,1304.0,1851.0,207.0,427.0,1320.0,1391.0,290.0,404.0,1505.0,352.0,114.0,42.94,42.75,32.09,59.0,43.0,18.0,2640.79,1971.0,1963.97,228.0,19.12,28.92,29.12,107.79,107.83,106.02,1616.52,135.13,108.16,394.66,55.13,906.83,662.1,129.72,135.3,129.9,1595.0,667.0,875.0,3137.0,141.0,159.0,27.0,335.0,37.0,787.0,803.0,1454.0,2121.0,228.0,473.0,1415.0,1268.0,283.0,476.0,1737.0,406.0,119.0,52.21,49.42,33.49,68.0,51.0,22.0,3151.75,2262.0,2270.06,254.0,22.34,29.99,30.35,127.11,127.04,124.51
DET,2022,DET,DET,Team Level,4on5,67,0.1,0.11,0.14,17953.0,48.1,4.45,2.27,7.05,1.52,15.19,34.52,4.43,4.45,4.43,55.0,10.0,4.0,69.0,5.0,1.0,0.0,5.0,0.0,12.0,42.0,50.0,60.0,9.0,21.0,154.0,77.0,37.0,23.0,47.0,11.0,7.0,1.29,1.32,1.84,1.0,3.0,1.0,69.0,65.0,65.0,22.0,0.53,0.25,0.25,4.73,4.73,4.72,284.45,40.7,25.42,58.04,9.78,173.09,89.97,35.56,40.7,35.56,285.0,112.0,140.0,537.0,42.0,27.0,7.0,58.0,6.0,153.0,111.0,243.0,355.0,23.0,47.0,182.0,18.0,12.0,37.0,257.0,92.0,48.0,7.53,11.08,22.09,12.0,9.0,21.0,537.0,397.0,397.0,1.0,6.7,6.07,5.95,41.44,41.44,36.64
DET,2022,DET,DET,Team Level,5on4,67,0.91,0.87,0.85,21150.0,324.65,39.91,27.62,68.36,10.51,194.85,102.75,37.86,39.91,37.86,323.0,121.0,144.0,588.0,43.0,29.0,7.0,65.0,11.0,169.0,127.0,280.0,401.0,15.0,30.0,221.0,29.0,18.0,41.0,323.0,78.0,43.0,9.1,9.1,21.7,7.0,8.0,28.0,588.0,444.0,444.0,3.0,7.14,7.95,7.82,39.23,39.23,37.92,55.75,4.19,2.61,8.25,1.7,18.23,41.01,4.18,4.19,4.18,63.0,13.0,12.0,88.0,9.0,0.0,0.0,4.0,0.0,12.0,51.0,54.0,67.0,8.0,16.0,186.0,52.0,35.0,33.0,61.0,11.0,4.0,1.6,1.21,1.39,5.0,2.0,2.0,88.0,76.0,76.0,33.0,0.6,0.0,0.0,4.79,4.79,4.77
STL,2022,STL,STL,Team Level,other,67,0.33,0.43,0.39,6907.0,80.52,16.43,5.31,14.2,2.6,41.83,29.63,16.19,16.43,16.19,82.0,28.0,47.0,157.0,20.0,5.0,1.0,17.0,2.0,30.0,36.0,62.0,90.0,3.0,4.0,79.0,13.0,19.0,6.0,58.0,35.0,17.0,2.07,4.64,9.71,3.0,6.0,11.0,157.0,110.0,110.0,3.0,1.47,0.91,0.91,16.99,16.99,16.84,122.75,33.56,8.89,19.45,3.94,64.48,38.67,32.05,33.56,32.05,122.0,47.0,38.0,207.0,36.0,8.0,3.0,18.0,3.0,58.0,46.0,86.0,133.0,3.0,6.0,76.0,15.0,26.0,18.0,73.0,49.0,47.0,2.94,6.25,24.36,5.0,4.0,27.0,207.0,169.0,169.0,8.0,2.56,2.69,3.23,32.89,32.89,31.69
STL,2022,STL,STL,Team Level,all,67,0.45,0.47,0.47,243464.0,1929.09,185.79,134.83,434.02,61.49,1067.11,772.76,180.21,185.8,180.23,1943.0,713.0,815.0,3471.0,207.0,142.0,23.0,390.0,72.0,849.0,996.0,1736.0,2449.0,197.0,436.0,1799.0,1559.0,559.0,509.0,1917.0,573.0,166.0,57.25,69.42,59.12,72.0,72.0,63.0,3446.22,2656.0,2643.2,303.0,29.51,30.09,30.1,185.2,185.24,182.21,2204.17,231.74,156.43,501.47,72.35,1197.82,873.19,220.98,233.13,222.35,2176.0,857.0,941.0,3974.0,249.0,218.0,39.0,433.0,54.0,986.0,1093.0,1927.0,2784.0,228.0,501.0,1829.0,1303.0,686.0,519.0,2121.0,672.0,240.0,63.62,82.24,85.88,76.0,91.0,82.0,4012.64,3033.0,3054.92,302.0,34.33,47.09,47.09,218.98,220.29,214.58
STL,2022,STL,STL,Team Level,5on5,67,0.45,0.46,0.47,200906.0,1523.54,129.78,102.53,357.45,48.7,838.76,621.78,126.51,129.79,126.53,1536.0,563.0,655.0,2754.0,139.0,110.0,16.0,308.0,61.0,679.0,802.0,1397.0,1960.0,178.0,399.0,1397.0,1491.0,480.0,444.0,1543.0,452.0,104.0,47.1,54.83,27.85,59.0,54.0,26.0,2729.22,2099.0,2086.2,283.0,21.17,22.86,23.0,127.95,128.0,126.29,1751.68,158.25,119.37,418.09,57.9,950.36,708.03,151.44,159.64,152.82,1726.0,686.0,803.0,3215.0,167.0,174.0,28.0,361.0,44.0,775.0,891.0,1559.0,2245.0,212.0,469.0,1450.0,1226.0,586.0,444.0,1744.0,520.0,148.0,52.82,63.67,41.76,61.0,74.0,32.0,3253.65,2412.0,2433.92,270.0,24.73,35.37,34.82,148.16,149.47,146.51
STL,2022,STL,STL,Team Level,4on5,67,0.17,0.13,0.16,15914.0,51.67,6.61,2.89,7.03,1.6,16.05,33.8,6.35,6.61,6.35,55.0,13.0,3.0,71.0,6.0,7.0,1.0,4.0,1.0,13.0,37.0,49.0,62.0,8.0,19.0,126.0,31.0,46.0,15.0,41.0,16.0,11.0,1.29,2.0,3.32,1.0,2.0,3.0,71.0,68.0,68.0,13.0,0.66,2.3,2.3,4.98,4.98,4.94,268.07,32.99,24.8,55.36,8.64,163.61,84.6,30.66,32.99,30.66,262.0,108.0,92.0,462.0,37.0,32.0,6.0,50.0,7.0,138.0,106.0,225.0,333.0,10.0,20.0,152.0,17.0,14.0,34.0,255.0,79.0,36.0,6.22,9.21,17.57,5.0,12.0,20.0,462.0,370.0,370.0,2.0,6.28,8.05,8.05,31.23,31.23,29.7
STL,2022,STL,STL,Team Level,5on4,67,0.83,0.84,0.82,19737.0,273.35,32.96,24.1,55.33,8.6,170.47,87.55,31.16,32.96,31.16,270.0,109.0,110.0,489.0,42.0,20.0,5.0,61.0,8.0,127.0,121.0,228.0,337.0,8.0,14.0,197.0,24.0,14.0,44.0,275.0,70.0,34.0,6.78,7.95,18.23,9.0,10.0,23.0,489.0,379.0,379.0,4.0,6.21,4.03,3.89,35.28,35.28,34.15,61.67,6.93,3.37,8.57,1.87,19.36,41.89,6.82,6.93,6.82,66.0,16.0,8.0,90.0,9.0,4.0,2.0,4.0,0.0,15.0,50.0,57.0,73.0,3.0,6.0,151.0,45.0,60.0,23.0,49.0,24.0,9.0,1.64,3.1,2.19,5.0,1.0,3.0,90.0,82.0,82.0,22.0,0.75,0.98,0.98,6.71,6.71,6.68
NYI,2022,NYI,NYI,Team Level,other,70,0.46,0.49,0.5,8643.0,119.43,23.5,8.76,21.48,3.93,67.0,39.33,22.33,23.5,22.33,116.0,48.0,64.0,228.0,26.0,13.0,3.0,23.0,4.0,48.0,50.0,90.0,138.0,4.0,6.0,104.0,21.0,17.0,20.0,83.0,49.0,32.0,3.47,6.01,14.03,5.0,4.0,17.0,228.0,164.0,164.0,6.0,2.55,3.45,3.45,22.6,22.6,21.71,119.16,27.42,8.97,20.57,4.11,66.32,37.62,25.93,27.42,25.93,113.0,52.0,74.0,239.0,28.0,12.0,2.0,17.0,5.0,60.0,43.0,85.0,137.0,6.0,12.0,97.0,25.0,12.0,24.0,77.0,50.0,38.0,2.9,6.27,18.25,2.0,9.0,17.0,239.0,165.0,165.0,12.0,2.54,4.04,4.46,25.51,25.51,24.46
NYI,2022,NYI,NYI,Team Level,all,70,0.5,0.49,0.49,254855.0,2142.49,219.09,153.22,508.62,73.31,1192.1,837.66,207.17,219.07,207.19,2136.0,848.0,1110.0,4094.0,204.0,241.0,28.0,423.0,58.0,1018.0,1040.0,1932.0,2780.0,241.0,531.0,1933.0,1860.0,455.0,671.0,2149.0,590.0,245.0,63.4,72.99,82.7,80.0,67.0,57.0,4093.37,2984.0,2984.07,334.0,33.86,51.75,51.76,201.18,201.08,194.64,2264.5,221.71,161.4,532.76,76.57,1239.28,894.27,210.34,222.46,211.05,2200.0,926.0,1134.0,4260.0,190.0,247.0,30.0,404.0,78.0,1040.0,1167.0,2010.0,2936.0,236.0,522.0,1867.0,1522.0,418.0,741.0,2296.0,585.0,245.0,66.27,73.96,81.49,60.0,71.0,59.0,4274.39,3126.0,3137.1,390.0,35.76,52.44,52.44,205.04,205.31,199.66
NYI,2022,NYI,NYI,Team Level,5on5,70,0.5,0.49,0.49,207328.0,1688.31,152.62,116.12,418.38,58.31,928.84,678.74,145.82,152.6,145.85,1682.0,671.0,891.0,3244.0,148.0,191.0,19.0,337.0,47.0,799.0,831.0,1534.0,2205.0,213.0,469.0,1477.0,1771.0,389.0,560.0,1731.0,459.0,163.0,50.5,57.2,44.92,65.0,58.0,25.0,3243.37,2353.0,2353.07,300.0,24.11,36.6,36.61,140.13,140.03,137.13,1794.36,155.07,119.66,439.04,60.24,978.37,727.63,148.02,155.81,148.73,1723.0,757.0,888.0,3368.0,126.0,186.0,22.0,327.0,65.0,822.0,954.0,1597.0,2354.0,210.0,464.0,1443.0,1420.0,364.0,634.0,1880.0,441.0,159.0,54.45,55.72,44.91,50.0,48.0,28.0,3382.39,2480.0,2491.1,345.0,24.77,38.64,38.73,141.11,141.38,138.48
NYI,2022,NYI,NYI,Team Level,4on5,70,0.11,0.1,0.11,19423.0,39.37,4.29,2.06,5.59,1.31,12.7,27.05,4.19,4.29,4.19,44.0,9.0,10.0,63.0,2.0,3.0,0.0,4.0,0.0,12.0,32.0,42.0,51.0,12.0,29.0,152.0,46.0,34.0,27.0,36.0,10.0,7.0,1.12,1.22,1.94,1.0,0.0,1.0,63.0,53.0,53.0,22.0,0.47,0.5,0.5,4.25,4.25,4.22,299.61,34.84,30.05,65.01,10.4,177.17,92.53,32.13,34.84,32.13,302.0,108.0,164.0,574.0,31.0,47.0,6.0,54.0,7.0,146.0,125.0,271.0,379.0,13.0,29.0,184.0,16.0,13.0,53.0,287.0,78.0,45.0,7.51,9.71,17.61,7.0,11.0,13.0,574.0,410.0,410.0,8.0,7.83,9.63,9.12,33.54,33.54,31.95
NYI,2022,NYI,NYI,Team Level,5on4,70,0.9,0.88,0.85,19461.0,295.39,38.68,26.29,63.16,9.76,183.56,92.54,34.82,38.68,34.82,294.0,120.0,145.0,559.0,28.0,34.0,6.0,59.0,7.0,159.0,127.0,266.0,386.0,12.0,27.0,200.0,22.0,15.0,64.0,299.0,72.0,43.0,8.32,8.56,21.81,9.0,5.0,14.0,559.0,414.0,414.0,6.0,6.71,11.2,11.2,34.2,34.2,31.58,51.38,4.38,2.72,8.14,1.82,17.44,36.51,4.26,4.38,4.26,62.0,9.0,8.0,79.0,5.0,2.0,0.0,6.0,1.0,12.0,45.0,57.0,66.0,7.0,17.0,143.0,61.0,29.0,30.0,52.0,16.0,3.0,1.4,2.25,0.73,1.0,3.0,1.0,79.0,71.0,71.0,25.0,0.63,0.13,0.13,4.89,4.89,4.78
BUF,2022,BUF,BUF,Team Level,other,67,0.49,0.44,0.42,8108.0,105.41,31.69,7.13,17.84,3.52,49.57,35.24,29.25,31.69,29.25,106.0,39.0,49.0,194.0,29.0,9.0,1.0,18.0,10.0,45.0,34.0,77.0,116.0,7.0,14.0,97.0,18.0,21.0,15.0,61.0,39.0,45.0,2.35,5.13,24.21,1.0,10.0,18.0,194.0,145.0,145.0,7.0,2.03,2.56,2.56,31.16,31.16,29.01,146.43,33.37,11.2,25.02,4.89,86.13,43.39,29.39,33.37,29.39,146.0,58.0,42.0,246.0,30.0,12.0,1.0,24.0,3.0,83.0,52.0,116.0,174.0,8.0,16.0,125.0,14.0,15.0,14.0,102.0,59.0,43.0,4.02,7.23,22.12,5.0,7.0,18.0,246.0,204.0,204.0,5.0,3.18,3.46,3.71,32.84,32.84,29.97
BUF,2022,BUF,BUF,Team Level,all,67,0.49,0.51,0.49,243525.0,2140.49,225.38,148.14,477.46,69.2,1162.88,848.93,214.09,225.76,214.52,2159.0,773.0,969.0,3901.0,245.0,181.0,17.0,469.0,77.0,927.0,1033.0,1914.0,2687.0,226.0,470.0,1784.0,962.0,488.0,454.0,2076.0,640.0,216.0,66.75,77.8,80.83,78.0,93.0,74.0,3912.36,2932.0,2938.78,215.0,32.52,36.14,36.19,221.71,222.41,214.88,2185.47,239.23,154.45,493.65,72.13,1195.92,848.64,227.39,239.9,228.06,2240.0,764.0,748.0,3752.0,242.0,216.0,38.0,494.0,59.0,926.0,1068.0,1998.0,2762.0,256.0,527.0,2166.0,1508.0,511.0,498.0,2060.0,694.0,250.0,63.67,85.6,89.95,72.0,91.0,79.0,3760.63,3004.0,3012.82,252.0,34.48,46.67,46.67,227.04,227.91,220.91
BUF,2022,BUF,BUF,Team Level,5on5,67,0.48,0.52,0.5,198144.0,1692.86,144.98,113.06,393.22,54.61,924.04,688.09,140.01,145.35,140.44,1694.0,624.0,779.0,3097.0,162.0,139.0,9.0,393.0,52.0,739.0,833.0,1532.0,2156.0,187.0,392.0,1391.0,876.0,405.0,374.0,1717.0,490.0,111.0,56.04,59.2,29.73,68.0,66.0,28.0,3108.36,2318.0,2324.78,188.0,23.3,25.16,25.21,143.07,143.77,141.59,1667.03,156.43,112.46,394.76,55.39,904.41,668.55,150.9,157.1,151.56,1719.0,573.0,610.0,2902.0,161.0,168.0,27.0,412.0,47.0,663.0,842.0,1558.0,2131.0,225.0,465.0,1686.0,1422.0,424.0,418.0,1611.0,543.0,138.0,50.42,67.23,38.77,61.0,74.0,26.0,2910.63,2292.0,2300.82,219.0,23.36,33.71,33.47,146.32,147.2,144.67
