team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VGK,2022,VGK,VGK,Team Level,all,69,0.53,0.49,0.5,252046.0,2156.72,222.04,153.94,496.47,71.6,1181.52,852.48,212.8,224.3,215.01,2191.0,788.0,1059.0,4038.0,220.0,187.0,35.0,437.0,76.0,932.0,1127.0,1971.0,2759.0,196.0,444.0,2059.0,1673.0,620.0,459.0,2113.0,626.0,240.0,61.77,78.43,81.85,69.0,78.0,73.0,4081.82,2979.0,3007.26,223.0,33.84,41.26,41.35,214.47,216.54,211.51,2153.31,200.06,148.07,506.03,71.06,1195.2,863.59,192.08,199.4,191.44,2126.0,858.0,1245.0,4229.0,192.0,194.0,29.0,484.0,73.0,973.0,1068.0,1934.0,2792.0,210.0,458.0,1869.0,1934.0,579.0,579.0,2238.0,539.0,207.0,63.2,65.2,71.65,60.0,70.0,62.0,4205.27,2984.0,2976.31,265.0,32.45,38.06,38.61,193.91,193.35,189.03
VGK,2022,VGK,VGK,Team Level,5on5,69,0.52,0.49,0.49,211713.0,1717.28,155.6,117.3,411.3,57.07,933.07,698.72,149.27,157.85,151.48,1732.0,642.0,885.0,3259.0,153.0,141.0,26.0,362.0,61.0,733.0,924.0,1579.0,2221.0,177.0,406.0,1631.0,1563.0,540.0,395.0,1723.0,501.0,150.0,50.51,62.34,42.74,59.0,61.0,33.0,3302.82,2374.0,2402.26,203.0,24.34,30.63,30.97,148.9,150.97,148.27,1752.75,141.21,115.53,428.59,57.83,970.28,716.57,135.99,140.54,135.35,1712.0,718.0,1027.0,3457.0,139.0,155.0,23.0,407.0,63.0,775.0,891.0,1573.0,2291.0,196.0,434.0,1495.0,1837.0,488.0,510.0,1871.0,434.0,125.0,52.88,52.76,35.57,53.0,60.0,26.0,3433.27,2430.0,2422.31,245.0,23.82,29.55,30.24,134.79,134.23,131.97
VGK,2022,VGK,VGK,Team Level,4on5,69,0.19,0.12,0.15,14451.0,40.76,6.06,2.53,5.4,1.26,12.47,25.28,5.98,6.06,5.98,47.0,6.0,8.0,61.0,8.0,2.0,1.0,2.0,0.0,9.0,32.0,39.0,45.0,7.0,14.0,116.0,40.0,39.0,16.0,26.0,17.0,10.0,0.78,2.32,2.96,0.0,4.0,4.0,61.0,53.0,53.0,11.0,0.58,0.48,0.48,6.15,6.15,6.1,216.1,25.69,19.66,46.3,7.06,131.47,68.84,23.82,25.69,23.82,223.0,76.0,133.0,432.0,27.0,23.0,4.0,40.0,7.0,119.0,83.0,196.0,272.0,9.0,16.0,135.0,19.0,22.0,37.0,213.0,50.0,36.0,4.68,5.76,15.24,2.0,5.0,20.0,432.0,299.0,299.0,2.0,5.13,4.03,3.9,26.91,26.91,25.47
VGK,2022,VGK,VGK,Team Level,5on4,69,0.87,0.86,0.86,17107.0,286.14,36.3,25.63,59.78,9.39,173.81,90.08,34.32,36.3,34.32,293.0,102.0,106.0,501.0,33.0,32.0,5.0,57.0,11.0,135.0,127.0,260.0,362.0,7.0,14.0,205.0,27.0,12.0,33.0,270.0,78.0,47.0,7.06,9.89,19.34,4.0,7.0,22.0,501.0,395.0,395.0,3.0,6.59,7.21,6.95,35.93,35.93,34.24,47.58,5.21,2.4,7.2,1.61,15.02,32.56,5.03,5.21,5.03,55.0,9.0,15.0,79.0,2.0,5.0,2.0,6.0,1.0,7.0,43.0,53.0,62.0,3.0,6.0,139.0,49.0,46.0,11.0,43.0,13.0,8.0,1.16,1.74,2.3,0.0,0.0,2.0,79.0,64.0,64.0,10.0,0.56,1.51,1.51,4.26,4.26,4.25
TOR,2022,TOR,TOR,Team Level,other,67,0.5,0.44,0.46,7907.0,85.44,21.52,6.16,14.6,2.82,43.64,29.29,20.1,21.52,20.1,82.0,36.0,39.0,157.0,21.0,7.0,1.0,12.0,6.0,29.0,43.0,61.0,97.0,2.0,4.0,91.0,19.0,22.0,22.0,55.0,29.0,34.0,2.15,3.55,15.82,1.0,5.0,15.0,157.0,118.0,118.0,13.0,1.73,2.41,2.49,20.75,20.75,19.94,101.15,21.62,7.54,18.74,3.51,53.51,33.08,19.67,21.62,19.67,100.0,38.0,61.0,199.0,20.0,14.0,2.0,14.0,4.0,46.0,40.0,80.0,118.0,7.0,12.0,72.0,31.0,19.0,11.0,71.0,35.0,32.0,2.75,4.37,14.51,6.0,4.0,10.0,199.0,138.0,138.0,2.0,2.17,4.89,4.89,18.91,18.91,18.39
TOR,2022,TOR,TOR,Team Level,all,67,0.54,0.51,0.52,243064.0,2155.92,231.29,158.02,485.59,71.16,1179.38,829.55,220.46,233.09,222.21,2141.0,814.0,921.0,3876.0,227.0,200.0,33.0,435.0,73.0,942.0,1078.0,1914.0,2728.0,237.0,510.0,1924.0,1435.0,605.0,701.0,2024.0,669.0,262.0,61.32,83.44,86.53,68.0,79.0,80.0,3930.44,2955.0,2986.47,396.0,34.85,43.46,43.51,222.63,224.33,218.57,1975.76,197.46,139.92,454.22,65.84,1080.5,785.07,187.99,196.94,187.5,1935.0,788.0,990.0,3713.0,179.0,191.0,29.0,407.0,82.0,918.0,946.0,1756.0,2544.0,240.0,503.0,1668.0,2119.0,536.0,640.0,1913.0,604.0,206.0,53.65,73.75,70.05,63.0,59.0,57.0,3669.65,2723.0,2702.09,375.0,30.93,40.05,40.05,188.33,188.0,183.38
TOR,2022,TOR,TOR,Team Level,5on5,67,0.54,0.51,0.52,195462.0,1680.31,158.54,116.75,394.34,55.23,921.93,661.21,152.58,160.33,154.33,1661.0,647.0,746.0,3054.0,149.0,139.0,22.0,368.0,58.0,730.0,864.0,1512.0,2159.0,217.0,472.0,1504.0,1332.0,517.0,581.0,1626.0,529.0,153.0,49.61,66.5,42.42,59.0,57.0,33.0,3108.44,2308.0,2339.47,343.0,24.25,29.3,29.28,153.52,155.21,152.08,1538.95,136.24,104.31,368.89,51.22,837.77,624.57,130.87,135.73,130.38,1488.0,635.0,799.0,2922.0,116.0,145.0,19.0,334.0,67.0,705.0,756.0,1372.0,2007.0,218.0,461.0,1249.0,1978.0,452.0,522.0,1528.0,470.0,125.0,43.64,57.32,35.27,50.0,43.0,23.0,2878.65,2123.0,2102.09,340.0,21.65,28.54,29.02,128.88,128.54,125.96
TOR,2022,TOR,TOR,Team Level,4on5,67,0.21,0.16,0.18,20122.0,63.02,8.53,3.73,9.66,2.15,20.44,40.48,8.24,8.53,8.24,72.0,13.0,9.0,94.0,7.0,5.0,1.0,4.0,3.0,18.0,48.0,65.0,78.0,5.0,8.0,141.0,61.0,55.0,38.0,50.0,19.0,16.0,1.42,2.48,4.63,1.0,3.0,3.0,94.0,85.0,85.0,35.0,0.85,1.4,1.4,7.99,7.99,7.91,275.96,32.63,24.76,58.16,9.22,171.35,87.88,30.77,32.63,30.77,283.0,101.0,119.0,503.0,36.0,27.0,7.0,54.0,11.0,149.0,107.0,247.0,348.0,10.0,20.0,206.0,45.0,18.0,81.0,266.0,78.0,40.0,5.82,9.14,17.67,6.0,7.0,23.0,503.0,384.0,384.0,9.0,6.34,5.52,5.05,33.92,33.92,32.5
TOR,2022,TOR,TOR,Team Level,5on4,67,0.86,0.87,0.85,19573.0,327.14,42.71,31.4,67.0,10.96,193.36,98.58,39.53,42.71,39.53,326.0,118.0,127.0,571.0,50.0,49.0,9.0,51.0,6.0,165.0,123.0,276.0,394.0,13.0,26.0,188.0,23.0,11.0,60.0,293.0,92.0,59.0,8.13,10.91,23.67,7.0,14.0,29.0,571.0,444.0,444.0,5.0,8.02,10.35,10.35,40.38,40.38,38.65,59.7,6.96,3.31,8.44,1.88,17.87,39.53,6.68,6.96,6.68,64.0,14.0,11.0,89.0,7.0,5.0,1.0,5.0,0.0,18.0,43.0,57.0,71.0,5.0,10.0,141.0,65.0,47.0,26.0,48.0,21.0,9.0,1.44,2.92,2.6,1.0,5.0,1.0,89.0,78.0,78.0,24.0,0.77,1.1,1.1,6.62,6.62,6.54
DAL,2022,DAL,DAL,Team Level,other,69,0.61,0.54,0.53,7538.0,126.9,31.55,8.98,22.26,4.55,66.99,40.67,30.12,31.55,30.12,126.0,49.0,61.0,236.0,28.0,13.0,1.0,21.0,4.0,59.0,50.0,98.0,147.0,6.0,12.0,99.0,28.0,17.0,16.0,82.0,44.0,49.0,3.25,5.57,22.72,4.0,6.0,18.0,236.0,175.0,175.0,9.0,2.62,2.74,2.74,31.43,31.43,30.6,114.0,20.25,8.17,22.19,3.83,60.02,41.54,18.99,20.25,18.99,113.0,43.0,49.0,205.0,23.0,12.0,4.0,13.0,0.0,49.0,59.0,90.0,133.0,3.0,6.0,96.0,27.0,21.0,23.0,87.0,44.0,25.0,3.38,5.24,11.64,4.0,9.0,10.0,205.0,156.0,156.0,9.0,2.29,2.29,2.29,20.26,20.26,19.48
DAL,2022,DAL,DAL,Team Level,all,69,0.55,0.52,0.51,252086.0,2241.77,238.18,154.76,529.15,76.49,1231.2,874.21,226.42,240.96,229.11,2238.0,866.0,1149.0,4253.0,234.0,228.0,31.0,403.0,75.0,1027.0,1137.0,2004.0,2870.0,238.0,518.0,2217.0,1417.0,490.0,632.0,2212.0,630.0,262.0,65.0,77.41,95.76,78.0,73.0,83.0,4321.95,3104.0,3144.0,317.0,34.55,48.43,48.48,224.25,227.0,220.34,2138.86,197.9,147.41,497.24,70.61,1190.52,867.31,191.21,197.1,190.42,2120.0,851.0,1000.0,3971.0,186.0,173.0,27.0,416.0,41.0,1016.0,1139.0,1934.0,2785.0,237.0,542.0,1821.0,1683.0,480.0,621.0,2187.0,591.0,193.0,61.31,72.4,64.2,57.0,77.0,52.0,3933.09,2971.0,2951.31,302.0,32.34,34.55,34.55,195.68,194.64,190.67
DAL,2022,DAL,DAL,Team Level,5on5,69,0.52,0.52,0.51,203231.0,1715.38,149.25,113.68,424.43,58.55,947.8,690.31,143.68,152.02,146.37,1696.0,688.0,930.0,3314.0,148.0,164.0,20.0,318.0,59.0,788.0,907.0,1548.0,2236.0,212.0,466.0,1703.0,1303.0,413.0,525.0,1756.0,488.0,140.0,51.65,59.64,37.95,62.0,56.0,30.0,3382.95,2384.0,2424.0,273.0,23.54,30.97,31.46,141.32,144.07,141.36,1668.93,135.65,107.9,405.6,54.82,924.76,688.26,132.11,134.85,131.32,1638.0,679.0,800.0,3117.0,123.0,133.0,20.0,338.0,33.0,778.0,912.0,1515.0,2194.0,212.0,492.0,1384.0,1571.0,406.0,521.0,1769.0,427.0,121.0,49.87,52.62,33.16,47.0,53.0,23.0,3079.09,2317.0,2297.31,266.0,22.22,26.11,26.11,131.76,130.73,129.03
DAL,2022,DAL,DAL,Team Level,4on5,69,0.14,0.14,0.16,22136.0,59.29,6.06,2.65,9.13,1.81,18.28,40.06,5.75,6.06,5.75,69.0,9.0,9.0,87.0,9.0,4.0,1.0,5.0,2.0,9.0,49.0,60.0,69.0,4.0,8.0,212.0,68.0,40.0,33.0,57.0,13.0,8.0,1.56,1.87,2.63,0.0,4.0,5.0,87.0,78.0,78.0,31.0,0.61,1.32,1.32,5.35,5.35,5.3,299.23,36.08,28.29,61.09,10.08,187.49,97.95,34.3,36.08,34.3,297.0,124.0,135.0,556.0,36.0,26.0,3.0,58.0,7.0,177.0,117.0,261.0,385.0,12.0,24.0,170.0,38.0,12.0,55.0,280.0,102.0,39.0,6.51,12.23,17.34,5.0,12.0,19.0,556.0,421.0,421.0,7.0,7.11,5.6,5.6,37.6,37.6,36.14
DAL,2022,DAL,DAL,Team Level,5on4,69,0.9,0.87,0.86,19181.0,340.2,51.33,29.46,73.32,11.6,198.13,103.16,46.87,51.33,46.87,347.0,120.0,149.0,616.0,49.0,47.0,9.0,59.0,10.0,171.0,131.0,298.0,418.0,16.0,32.0,203.0,18.0,20.0,58.0,317.0,85.0,65.0,8.54,10.33,32.46,12.0,7.0,30.0,616.0,467.0,467.0,4.0,7.79,13.41,12.97,46.14,46.14,43.08,56.69,5.92,3.05,8.36,1.88,18.24,39.55,5.81,5.92,5.81,72.0,5.0,16.0,93.0,4.0,2.0,0.0,7.0,1.0,12.0,51.0,68.0,73.0,10.0,20.0,171.0,47.0,41.0,22.0,51.0,18.0,8.0,1.55,2.31,2.06,1.0,3.0,0.0,93.0,77.0,77.0,20.0,0.69,0.56,0.56,6.05,6.05,6.01
VAN,2022,VAN,VAN,Team Level,other,67,0.49,0.54,0.54,7587.0,123.98,23.97,9.15,22.61,4.17,69.35,41.76,22.2,23.97,22.2,111.0,60.0,59.0,230.0,26.0,9.0,2.0,13.0,3.0,61.0,59.0,85.0,145.0,5.0,10.0,93.0,19.0,18.0,18.0,96.0,41.0,34.0,3.56,4.9,15.51,5.0,6.0,15.0,230.0,171.0,171.0,6.0,2.65,2.92,2.92,23.7,23.7,22.37,105.14,24.56,7.35,17.49,3.44,58.79,36.36,22.89,24.56,22.89,101.0,47.0,50.0,198.0,26.0,4.0,2.0,20.0,8.0,46.0,44.0,75.0,122.0,4.0,11.0,90.0,24.0,15.0,14.0,77.0,43.0,28.0,3.12,5.52,15.92,2.0,10.0,14.0,198.0,148.0,148.0,7.0,2.08,1.49,1.49,25.15,25.15,23.5
VAN,2022,VAN,VAN,Team Level,all,67,0.48,0.49,0.49,244593.0,2000.72,200.77,147.24,456.15,67.13,1142.77,789.95,192.15,199.94,191.33,2029.0,775.0,929.0,3733.0,224.0,194.0,33.0,434.0,84.0,858.0,1010.0,1805.0,2580.0,233.0,561.0,1866.0,1618.0,428.0,469.0,2029.0,566.0,209.0,58.5,69.33,72.93,61.0,91.0,72.0,3696.4,2804.0,2778.13,262.0,32.96,41.23,41.41,192.32,191.43,186.77,2086.47,217.95,149.66,476.17,69.18,1146.25,830.78,207.83,220.09,209.91,2074.0,816.0,933.0,3823.0,253.0,201.0,37.0,416.0,83.0,929.0,1008.0,1821.0,2637.0,259.0,607.0,1922.0,1303.0,413.0,525.0,2037.0,613.0,240.0,61.68,75.81,80.46,88.0,80.0,85.0,3882.03,2890.0,2932.44,300.0,33.08,43.46,43.53,207.5,209.64,203.9
VAN,2022,VAN,VAN,Team Level,5on5,67,0.47,0.48,0.48,199198.0,1502.21,131.5,104.22,356.77,50.08,847.85,614.58,126.73,130.67,125.9,1559.0,546.0,700.0,2805.0,145.0,142.0,28.0,365.0,66.0,613.0,774.0,1414.0,1960.0,209.0,513.0,1405.0,1536.0,363.0,392.0,1566.0,417.0,122.0,46.03,51.19,34.28,50.0,64.0,31.0,2768.4,2105.0,2079.13,239.0,21.54,29.77,30.16,122.87,121.98,120.24,1653.64,150.68,113.83,395.17,54.95,908.61,669.77,144.35,152.82,146.43,1645.0,648.0,771.0,3064.0,166.0,165.0,27.0,355.0,66.0,746.0,795.0,1479.0,2127.0,241.0,568.0,1517.0,1218.0,340.0,449.0,1678.0,455.0,160.0,50.67,56.66,43.34,74.0,54.0,38.0,3123.03,2293.0,2335.44,270.0,23.66,33.86,34.27,140.08,142.21,139.57
VAN,2022,VAN,VAN,Team Level,4on5,67,0.12,0.1,0.11,16580.0,36.42,4.78,2.12,5.25,1.1,10.77,21.99,4.72,4.78,4.72,41.0,5.0,7.0,53.0,7.0,2.0,0.0,3.0,0.0,2.0,32.0,34.0,39.0,9.0,18.0,138.0,51.0,33.0,15.0,27.0,11.0,8.0,1.15,1.64,1.99,3.0,2.0,2.0,53.0,46.0,46.0,14.0,0.48,0.29,0.29,4.96,4.96,4.92,271.63,36.65,25.45,55.95,9.16,161.6,86.2,34.56,36.65,34.56,267.0,108.0,104.0,479.0,52.0,32.0,8.0,38.0,9.0,127.0,117.0,215.0,323.0,11.0,22.0,180.0,11.0,13.0,39.0,236.0,96.0,43.0,6.56,11.2,18.89,11.0,13.0,28.0,479.0,375.0,375.0,3.0,6.62,8.1,7.76,35.51,35.51,34.1
VAN,2022,VAN,VAN,Team Level,5on4,67,0.87,0.89,0.87,21228.0,338.12,40.52,31.75,71.52,11.77,214.81,111.63,38.51,40.52,38.51,318.0,164.0,163.0,645.0,46.0,41.0,3.0,53.0,15.0,182.0,145.0,272.0,436.0,10.0,20.0,230.0,12.0,14.0,44.0,340.0,97.0,45.0,7.77,11.6,21.15,3.0,19.0,24.0,645.0,482.0,482.0,3.0,8.29,8.24,8.03,40.78,40.78,39.23,56.06,6.06,3.04,7.57,1.63,17.25,38.44,6.03,6.06,6.03,61.0,13.0,8.0,82.0,9.0,0.0,0.0,3.0,0.0,10.0,52.0,52.0,65.0,3.0,6.0,135.0,50.0,45.0,23.0,46.0,19.0,9.0,1.32,2.43,2.31,1.0,3.0,5.0,82.0,74.0,74.0,20.0,0.71,0.0,0.0,6.77,6.77,6.73
FLA,2022,FLA,FLA,Team Level,other,68,0.46,0.52,0.52,11297.0,160.54,35.82,12.43,28.25,5.36,88.08,48.06,31.63,35.82,31.63,158.0,60.0,82.0,300.0,27.0,23.0,5.0,27.0,6.0,79.0,56.0,131.0,191.0,13.0,29.0,130.0,30.0,24.0,28.0,115.0,52.0,51.0,4.71,6.61,24.51,3.0,4.0,20.0,300.0,218.0,218.0,9.0,3.83,8.78,8.18,31.47,31.47,29.38,149.29,42.69,10.65,25.31,5.04,72.87,44.43,40.15,42.69,40.15,147.0,54.0,77.0,278.0,37.0,21.0,3.0,26.0,5.0,62.0,50.0,110.0,164.0,8.0,19.0,130.0,31.0,19.0,25.0,85.0,52.0,64.0,3.28,6.98,32.43,5.0,7.0,25.0,278.0,201.0,201.0,7.0,3.21,7.18,7.18,38.72,38.72,37.1
FLA,2022,FLA,FLA,Team Level,all,68,0.53,0.54,0.54,246830.0,2487.16,263.34,179.01,571.14,83.78,1360.0,970.73,247.71,264.6,248.87,2517.0,911.0,1124.0,4552.0,236.0,258.0,48.0,523.0,68.0,1142.0,1201.0,2281.0,3192.0,303.0,665.0,2022.0,1413.0,485.0,603.0,2460.0,673.0,295.0,72.3,84.2,106.84,75.0,80.0,81.0,4581.89,3428.0,3448.43,262.0,40.43,63.12,63.67,240.09,241.03,233.48,2141.93,236.3,151.96,498.03,72.44,1163.56,834.71,224.09,236.08,223.97,2163.0,794.0,882.0,3839.0,230.0,208.0,33.0,441.0,89.0,926.0,1063.0,1933.0,2727.0,291.0,641.0,2147.0,1433.0,438.0,643.0,2082.0,607.0,268.0,59.12,75.17,102.0,79.0,67.0,84.0,3825.52,2957.0,2950.47,311.0,34.44,44.72,44.76,225.99,225.94,217.37
FLA,2022,FLA,FLA,Team Level,5on5,68,0.54,0.55,0.54,191093.0,1857.85,166.15,125.47,449.67,62.24,1017.65,748.8,159.21,167.42,160.37,1884.0,686.0,866.0,3436.0,157.0,180.0,28.0,409.0,46.0,851.0,927.0,1727.0,2413.0,265.0,578.0,1487.0,1278.0,398.0,480.0,1889.0,520.0,161.0,55.27,65.17,45.71,63.0,64.0,30.0,3465.89,2570.0,2590.43,215.0,26.0,38.74,39.19,152.96,153.91,151.23,1597.91,139.4,108.56,390.62,54.15,877.44,643.83,134.57,139.18,134.44,1600.0,614.0,650.0,2864.0,133.0,143.0,20.0,350.0,64.0,702.0,822.0,1467.0,2081.0,264.0,581.0,1591.0,1312.0,354.0,531.0,1629.0,455.0,130.0,46.6,55.88,36.92,61.0,47.0,25.0,2850.52,2214.0,2207.47,275.0,22.48,29.59,29.63,132.25,132.2,130.03
FLA,2022,FLA,FLA,Team Level,4on5,68,0.12,0.17,0.18,22046.0,74.64,6.63,3.61,10.67,2.26,23.86,52.98,6.32,6.63,6.32,78.0,22.0,18.0,118.0,3.0,2.0,1.0,10.0,2.0,20.0,63.0,75.0,97.0,10.0,30.0,187.0,77.0,48.0,32.0,76.0,16.0,8.0,2.32,1.89,2.42,1.0,0.0,2.0,118.0,100.0,100.0,31.0,0.83,0.58,0.58,6.88,6.88,6.7,332.19,47.84,29.48,72.72,11.12,192.29,102.55,43.11,47.84,43.11,349.0,107.0,138.0,594.0,54.0,37.0,9.0,62.0,18.0,143.0,142.0,295.0,402.0,11.0,25.0,230.0,21.0,18.0,63.0,305.0,83.0,68.0,7.45,10.06,30.33,12.0,10.0,32.0,594.0,456.0,456.0,7.0,8.01,6.48,6.48,49.38,49.38,44.64
FLA,2022,FLA,FLA,Team Level,5on4,68,0.9,0.87,0.86,22394.0,394.12,54.73,37.51,82.54,13.91,230.42,120.9,50.55,54.73,50.55,397.0,143.0,158.0,698.0,49.0,53.0,14.0,77.0,14.0,192.0,155.0,348.0,491.0,15.0,28.0,218.0,28.0,15.0,63.0,380.0,85.0,75.0,10.0,10.53,34.21,8.0,12.0,29.0,698.0,540.0,540.0,7.0,9.76,15.02,15.72,48.77,48.77,46.16,62.53,6.36,3.27,9.38,2.13,20.95,43.9,6.25,6.36,6.25,67.0,19.0,17.0,103.0,6.0,7.0,1.0,3.0,2.0,19.0,49.0,61.0,80.0,8.0,16.0,196.0,69.0,47.0,24.0,63.0,17.0,6.0,1.79,2.24,2.33,1.0,3.0,2.0,103.0,86.0,86.0,22.0,0.74,1.47,1.47,5.64,5.64,5.59
